Trials = 100000   SKIP
Wishes Available,         X,        C0,        C1,        C2,        C3,        C4,        C5,        C6   SKIP
              33,   90.3220,    9.2140,    0.4500,    0.0140,    0.0000,    0.0000,    0.0000,    0.0000
              34,   89.8850,    9.6140,    0.4820,    0.0190,    0.0000,    0.0000,    0.0000,    0.0000
              35,   89.5790,    9.8940,    0.5070,    0.0200,    0.0000,    0.0000,    0.0000,    0.0000
              36,   89.3910,   10.0650,    0.5260,    0.0150,    0.0030,    0.0000,    0.0000,    0.0000
              37,   88.9010,   10.5260,    0.5580,    0.0140,    0.0010,    0.0000,    0.0000,    0.0000
              38,   88.5200,   10.8780,    0.5730,    0.0270,    0.0020,    0.0000,    0.0000,    0.0000
              39,   88.2430,   11.0500,    0.6880,    0.0190,    0.0000,    0.0000,    0.0000,    0.0000
              40,   88.0840,   11.2160,    0.6730,    0.0270,    0.0000,    0.0000,    0.0000,    0.0000
              41,   87.5500,   11.7210,    0.6990,    0.0280,    0.0020,    0.0000,    0.0000,    0.0000
              42,   87.4320,   11.7720,    0.7700,    0.0250,    0.0010,    0.0000,    0.0000,    0.0000
              43,   87.1660,   12.0550,    0.7490,    0.0280,    0.0020,    0.0000,    0.0000,    0.0000
              44,   86.9450,   12.1460,    0.8730,    0.0340,    0.0020,    0.0000,    0.0000,    0.0000
              45,   86.6250,   12.4980,    0.8340,    0.0430,    0.0000,    0.0000,    0.0000,    0.0000
              46,   86.4060,   12.6340,    0.9080,    0.0520,    0.0000,    0.0000,    0.0000,    0.0000
              47,   85.9930,   13.0390,    0.9380,    0.0300,    0.0000,    0.0000,    0.0000,    0.0000
              48,   85.7710,   13.2710,    0.9130,    0.0430,    0.0020,    0.0000,    0.0000,    0.0000
              49,   85.3210,   13.6340,    0.9910,    0.0500,    0.0040,    0.0000,    0.0000,    0.0000
              50,   85.1560,   13.6830,    1.1080,    0.0510,    0.0020,    0.0000,    0.0000,    0.0000
              51,   85.0400,   13.9150,    1.0040,    0.0400,    0.0010,    0.0000,    0.0000,    0.0000
              52,   84.4810,   14.3910,    1.0520,    0.0750,    0.0010,    0.0000,    0.0000,    0.0000
              53,   84.1920,   14.4610,    1.2910,    0.0540,    0.0020,    0.0000,    0.0000,    0.0000
              54,   84.0740,   14.6140,    1.2370,    0.0730,    0.0020,    0.0000,    0.0000,    0.0000
              55,   83.8550,   14.8280,    1.2510,    0.0660,    0.0000,    0.0000,    0.0000,    0.0000
              56,   83.2960,   15.3400,    1.2850,    0.0750,    0.0040,    0.0000,    0.0000,    0.0000
              57,   83.2530,   15.3560,    1.3280,    0.0630,    0.0000,    0.0000,    0.0000,    0.0000
              58,   83.0860,   15.3730,    1.4430,    0.0950,    0.0030,    0.0000,    0.0000,    0.0000
              59,   82.5840,   15.8130,    1.4940,    0.1030,    0.0060,    0.0000,    0.0000,    0.0000
              60,   82.3710,   16.0540,    1.4700,    0.0990,    0.0060,    0.0000,    0.0000,    0.0000
              61,   82.2330,   16.1210,    1.5510,    0.0930,    0.0020,    0.0000,    0.0000,    0.0000
              62,   81.8080,   16.5760,    1.4960,    0.1130,    0.0070,    0.0000,    0.0000,    0.0000
              63,   81.4600,   16.8010,    1.6220,    0.1110,    0.0060,    0.0000,    0.0000,    0.0000
              64,   81.1650,   17.0340,    1.6720,    0.1230,    0.0060,    0.0000,    0.0000,    0.0000
              65,   80.8990,   17.1850,    1.8070,    0.1050,    0.0040,    0.0000,    0.0000,    0.0000
              66,   80.5750,   17.5220,    1.7640,    0.1340,    0.0050,    0.0000,    0.0000,    0.0000
              67,   80.1890,   17.8770,    1.8170,    0.1060,    0.0110,    0.0000,    0.0000,    0.0000
              68,   80.0440,   17.9370,    1.8790,    0.1340,    0.0060,    0.0000,    0.0000,    0.0000
              69,   77.8170,   20.0780,    1.9620,    0.1380,    0.0040,    0.0000,    0.0010,    0.0000
              70,   73.8690,   23.9630,    2.0350,    0.1260,    0.0050,    0.0010,    0.0010,    0.0000
              71,   68.8700,   28.9250,    2.0680,    0.1320,    0.0050,    0.0000,    0.0000,    0.0000
              72,   63.3080,   34.4610,    2.0640,    0.1630,    0.0040,    0.0000,    0.0000,    0.0000
              73,   58.3220,   39.2690,    2.2520,    0.1490,    0.0080,    0.0000,    0.0000,    0.0000
              74,   53.7870,   43.7110,    2.3350,    0.1570,    0.0090,    0.0010,    0.0000,    0.0000
              75,   50.5120,   46.8390,    2.4730,    0.1660,    0.0100,    0.0000,    0.0000,    0.0000
              76,   48.1100,   49.1330,    2.5790,    0.1660,    0.0120,    0.0000,    0.0000,    0.0000
              77,   46.5510,   50.4140,    2.8380,    0.1870,    0.0100,    0.0000,    0.0000,    0.0000
              78,   45.4040,   51.3780,    3.0240,    0.1850,    0.0090,    0.0000,    0.0000,    0.0000
              79,   44.5760,   52.0050,    3.1890,    0.2220,    0.0070,    0.0010,    0.0000,    0.0000
              80,   43.9830,   52.3340,    3.4510,    0.2130,    0.0190,    0.0000,    0.0000,    0.0000
              81,   43.5250,   52.5710,    3.6770,    0.2090,    0.0160,    0.0020,    0.0000,    0.0000
              82,   43.2020,   52.7160,    3.8770,    0.1880,    0.0160,    0.0010,    0.0000,    0.0000
              83,   42.7990,   52.7230,    4.2080,    0.2470,    0.0200,    0.0030,    0.0000,    0.0000
              84,   42.4640,   52.9100,    4.3670,    0.2520,    0.0060,    0.0010,    0.0000,    0.0000
              85,   42.1370,   52.9770,    4.6020,    0.2680,    0.0150,    0.0010,    0.0000,    0.0000
              86,   41.6270,   53.0930,    4.9550,    0.3090,    0.0130,    0.0030,    0.0000,    0.0000
              87,   40.9320,   53.5160,    5.2160,    0.3110,    0.0250,    0.0000,    0.0000,    0.0000
              88,   40.7740,   53.5710,    5.2920,    0.3450,    0.0180,    0.0000,    0.0000,    0.0000
              89,   40.1010,   53.7520,    5.7430,    0.3780,    0.0250,    0.0010,    0.0000,    0.0000
              90,   39.8320,   53.8440,    5.9350,    0.3660,    0.0230,    0.0000,    0.0000,    0.0000
              91,   39.5460,   53.8360,    6.1880,    0.4080,    0.0190,    0.0030,    0.0000,    0.0000
              92,   38.7380,   54.3540,    6.4660,    0.4170,    0.0240,    0.0010,    0.0000,    0.0000
              93,   38.5940,   54.1190,    6.8190,    0.4490,    0.0190,    0.0000,    0.0000,    0.0000
              94,   38.2090,   54.3170,    7.0230,    0.4260,    0.0230,    0.0020,    0.0000,    0.0000
              95,   37.4160,   54.8500,    7.2300,    0.4750,    0.0280,    0.0010,    0.0000,    0.0000
              96,   37.3630,   54.7770,    7.3350,    0.4870,    0.0380,    0.0000,    0.0000,    0.0000
              97,   36.8240,   54.8970,    7.7140,    0.5340,    0.0310,    0.0000,    0.0000,    0.0000
              98,   36.7510,   54.6890,    7.9870,    0.5390,    0.0320,    0.0020,    0.0000,    0.0000
              99,   36.4080,   54.8520,    8.1260,    0.5700,    0.0430,    0.0010,    0.0000,    0.0000
             100,   35.8150,   55.1390,    8.4190,    0.5960,    0.0300,    0.0010,    0.0000,    0.0000
             101,   35.3550,   55.1030,    8.8590,    0.6460,    0.0320,    0.0050,    0.0000,    0.0000
             102,   34.9680,   55.2020,    9.0730,    0.7030,    0.0520,    0.0020,    0.0000,    0.0000
             103,   34.7770,   55.0770,    9.3700,    0.7320,    0.0420,    0.0020,    0.0000,    0.0000
             104,   34.3080,   55.3820,    9.4970,    0.7640,    0.0450,    0.0040,    0.0000,    0.0000
             105,   34.0150,   55.4090,    9.7790,    0.7580,    0.0350,    0.0040,    0.0000,    0.0000
             106,   33.5930,   55.6380,    9.8930,    0.8280,    0.0430,    0.0050,    0.0000,    0.0000
             107,   33.2570,   55.5490,   10.3300,    0.8140,    0.0470,    0.0030,    0.0000,    0.0000
             108,   33.0570,   55.4580,   10.5560,    0.8730,    0.0540,    0.0020,    0.0000,    0.0000
             109,   32.5450,   55.6130,   10.8250,    0.9540,    0.0620,    0.0010,    0.0000,    0.0000
             110,   32.1670,   55.7090,   11.0610,    1.0040,    0.0560,    0.0030,    0.0000,    0.0000
             111,   31.9390,   55.6910,   11.2700,    1.0180,    0.0770,    0.0050,    0.0000,    0.0000
             112,   31.5920,   55.7570,   11.5590,    1.0330,    0.0560,    0.0020,    0.0010,    0.0000
             113,   31.0390,   55.9820,   11.8340,    1.0730,    0.0660,    0.0060,    0.0000,    0.0000
             114,   30.8020,   55.8180,   12.1800,    1.1290,    0.0690,    0.0020,    0.0000,    0.0000
             115,   30.4880,   55.9660,   12.2980,    1.1650,    0.0780,    0.0050,    0.0000,    0.0000
             116,   30.1940,   55.7500,   12.7530,    1.2070,    0.0900,    0.0060,    0.0000,    0.0000
             117,   29.8850,   55.7250,   12.9810,    1.3240,    0.0800,    0.0050,    0.0000,    0.0000
             118,   29.4690,   55.8140,   13.3000,    1.3200,    0.0930,    0.0040,    0.0000,    0.0000
             119,   29.0050,   56.0220,   13.4380,    1.4170,    0.1100,    0.0070,    0.0010,    0.0000
             120,   28.7320,   56.2380,   13.5040,    1.4180,    0.1040,    0.0040,    0.0000,    0.0000
             121,   28.5840,   56.0320,   13.8400,    1.4310,    0.1050,    0.0070,    0.0010,    0.0000
             122,   28.2070,   55.8730,   14.2770,    1.5240,    0.1120,    0.0060,    0.0010,    0.0000
             123,   27.7330,   56.2130,   14.3080,    1.6250,    0.1140,    0.0070,    0.0000,    0.0000
             124,   27.4830,   56.0500,   14.6480,    1.6850,    0.1270,    0.0070,    0.0000,    0.0000
             125,   27.3300,   56.0180,   14.7840,    1.7310,    0.1290,    0.0080,    0.0000,    0.0000
             126,   26.8990,   55.9910,   15.1480,    1.8100,    0.1420,    0.0090,    0.0010,    0.0000
             127,   26.5670,   56.0350,   15.4030,    1.8470,    0.1370,    0.0110,    0.0000,    0.0000
             128,   26.2500,   55.9620,   15.6400,    1.9630,    0.1710,    0.0130,    0.0010,    0.0000
             129,   25.8210,   56.1370,   15.9120,    1.9620,    0.1510,    0.0150,    0.0010,    0.0010
             130,   25.8510,   55.8960,   16.0750,    2.0210,    0.1490,    0.0070,    0.0010,    0.0000
             131,   25.5380,   55.7620,   16.4540,    2.0490,    0.1850,    0.0110,    0.0000,    0.0010
             132,   25.1260,   55.9350,   16.6490,    2.1040,    0.1740,    0.0120,    0.0000,    0.0000
             133,   24.9000,   55.8240,   16.9070,    2.1540,    0.2040,    0.0100,    0.0010,    0.0000
             134,   24.8080,   55.4690,   17.1890,    2.3300,    0.1890,    0.0140,    0.0010,    0.0000
             135,   24.1510,   55.8090,   17.4200,    2.3920,    0.2180,    0.0090,    0.0010,    0.0000
             136,   23.9840,   55.6830,   17.7280,    2.3980,    0.1940,    0.0130,    0.0000,    0.0000
             137,   23.5950,   56.0370,   17.7260,    2.4200,    0.2140,    0.0080,    0.0000,    0.0000
             138,   23.4270,   55.4870,   18.3290,    2.5100,    0.2330,    0.0140,    0.0000,    0.0000
             139,   23.1900,   55.5200,   18.3760,    2.6650,    0.2310,    0.0150,    0.0020,    0.0010
             140,   23.0530,   55.6110,   18.4770,    2.6240,    0.2080,    0.0260,    0.0010,    0.0000
             141,   22.6050,   55.6210,   18.7160,    2.7910,    0.2490,    0.0170,    0.0010,    0.0000
             142,   22.6280,   55.0190,   19.2200,    2.8780,    0.2370,    0.0160,    0.0020,    0.0000
             143,   22.1140,   55.3340,   19.4360,    2.8370,    0.2630,    0.0150,    0.0010,    0.0000
             144,   21.4260,   55.8390,   19.5110,    2.8930,    0.3070,    0.0230,    0.0010,    0.0000
             145,   20.6360,   55.9330,   20.1460,    2.9970,    0.2700,    0.0170,    0.0010,    0.0000
             146,   19.3890,   55.9610,   21.1590,    3.1350,    0.3310,    0.0230,    0.0020,    0.0000
             147,   17.5210,   56.9790,   21.8840,    3.2560,    0.3270,    0.0280,    0.0050,    0.0000
             148,   15.7190,   57.4210,   23.2690,    3.2470,    0.3180,    0.0220,    0.0040,    0.0000
             149,   13.1750,   58.4520,   24.6200,    3.3720,    0.3540,    0.0250,    0.0020,    0.0000
             150,   10.5940,   59.3870,   26.1260,    3.5060,    0.3620,    0.0230,    0.0020,    0.0000
             151,    8.1710,   60.5740,   27.3240,    3.5240,    0.3780,    0.0270,    0.0020,    0.0000
             152,    5.9580,   60.9400,   28.9500,    3.7130,    0.4010,    0.0350,    0.0030,    0.0000
             153,    4.2340,   61.7540,   29.7580,    3.8060,    0.4160,    0.0310,    0.0010,    0.0000
             154,    2.8070,   61.6000,   31.1440,    4.0130,    0.4000,    0.0340,    0.0020,    0.0000
             155,    1.7930,   61.8080,   31.7260,    4.2190,    0.4180,    0.0320,    0.0040,    0.0000
             156,    1.1540,   62.0540,   32.0130,    4.3190,    0.4340,    0.0250,    0.0010,    0.0000
             157,    0.7030,   61.5460,   32.7460,    4.4910,    0.4730,    0.0410,    0.0000,    0.0000
             158,    0.3560,   61.2170,   33.2840,    4.6550,    0.4420,    0.0420,    0.0040,    0.0000
             159,    0.1870,   60.8300,   33.6430,    4.7910,    0.5150,    0.0320,    0.0020,    0.0000
             160,    0.1060,   60.1140,   34.2230,    5.0220,    0.5010,    0.0310,    0.0030,    0.0000
             161,    0.0510,   59.5330,   34.6390,    5.2280,    0.5160,    0.0300,    0.0030,    0.0000
             162,    0.0190,   59.1670,   34.9050,    5.3450,    0.5170,    0.0450,    0.0020,    0.0000
             163,    0.0130,   58.7950,   35.1750,    5.4220,    0.5390,    0.0490,    0.0060,    0.0010
             164,    0.0050,   58.2900,   35.2170,    5.8030,    0.6320,    0.0520,    0.0010,    0.0000
             165,    0.0020,   57.7980,   35.6050,    5.9520,    0.6020,    0.0390,    0.0020,    0.0000
             166,    0.0010,   56.9570,   36.2280,    6.0950,    0.6720,    0.0440,    0.0020,    0.0010
             167,    0.0000,   56.7130,   36.4190,    6.1580,    0.6500,    0.0570,    0.0030,    0.0000
             168,    0.0000,   56.3370,   36.5410,    6.3840,    0.6770,    0.0560,    0.0050,    0.0000
             169,    0.0000,   55.5440,   36.9280,    6.7870,    0.6810,    0.0570,    0.0030,    0.0000
             170,    0.0000,   55.1370,   37.3050,    6.8090,    0.6830,    0.0620,    0.0040,    0.0000
             171,    0.0000,   54.5060,   37.5320,    7.1030,    0.7910,    0.0620,    0.0050,    0.0010
             172,    0.0000,   53.9120,   37.9640,    7.2900,    0.7610,    0.0660,    0.0060,    0.0010
             173,    0.0000,   53.3910,   38.1480,    7.5420,    0.8430,    0.0700,    0.0060,    0.0000
             174,    0.0000,   53.0920,   38.3140,    7.6650,    0.8590,    0.0610,    0.0090,    0.0000
             175,    0.0000,   52.2860,   38.8940,    7.8700,    0.8600,    0.0870,    0.0030,    0.0000
             176,    0.0000,   52.0790,   38.8940,    8.0020,    0.9510,    0.0700,    0.0040,    0.0000
             177,    0.0000,   51.6210,   38.9640,    8.3960,    0.9350,    0.0820,    0.0020,    0.0000
             178,    0.0000,   51.1760,   39.2210,    8.5270,    0.9810,    0.0880,    0.0070,    0.0000
             179,    0.0000,   50.2740,   39.8480,    8.7470,    1.0440,    0.0760,    0.0100,    0.0010
             180,    0.0000,   50.0870,   39.8030,    8.9520,    1.0740,    0.0770,    0.0070,    0.0000
             181,    0.0000,   49.6000,   40.1620,    9.0480,    1.0850,    0.0980,    0.0050,    0.0020
             182,    0.0000,   49.0940,   40.4160,    9.1990,    1.1730,    0.1120,    0.0060,    0.0000
             183,    0.0000,   48.4150,   40.7700,    9.4940,    1.2130,    0.0980,    0.0100,    0.0000
             184,    0.0000,   48.1280,   40.8220,    9.7230,    1.2070,    0.1070,    0.0120,    0.0010
             185,    0.0000,   47.5940,   41.1690,    9.8790,    1.2430,    0.1030,    0.0100,    0.0020
             186,    0.0000,   46.7100,   41.7070,   10.1190,    1.3310,    0.1260,    0.0060,    0.0010
             187,    0.0000,   46.8010,   41.1470,   10.6130,    1.2960,    0.1320,    0.0090,    0.0020
             188,    0.0000,   46.1460,   41.6980,   10.6140,    1.4110,    0.1200,    0.0100,    0.0010
             189,    0.0000,   45.4910,   41.9750,   10.8970,    1.4700,    0.1530,    0.0140,    0.0000
             190,    0.0000,   45.4320,   41.7570,   11.1540,    1.5240,    0.1220,    0.0100,    0.0010
             191,    0.0000,   45.0630,   42.0310,   11.2260,    1.5150,    0.1530,    0.0110,    0.0010
             192,    0.0000,   44.7500,   42.0820,   11.4210,    1.6020,    0.1300,    0.0150,    0.0000
             193,    0.0000,   43.9630,   42.5500,   11.7600,    1.5570,    0.1600,    0.0090,    0.0010
             194,    0.0000,   43.7330,   42.4200,   12.0010,    1.6870,    0.1390,    0.0190,    0.0010
             195,    0.0000,   43.2130,   42.8080,   12.0850,    1.7260,    0.1540,    0.0140,    0.0000
             196,    0.0000,   42.6800,   42.9380,   12.3630,    1.8480,    0.1590,    0.0120,    0.0000
             197,    0.0000,   42.3260,   43.0470,   12.6000,    1.8430,    0.1730,    0.0100,    0.0010
             198,    0.0000,   41.5800,   43.3340,   12.9180,    1.9440,    0.2040,    0.0190,    0.0010
             199,    0.0000,   41.7740,   43.1190,   12.9260,    1.9830,    0.1800,    0.0180,    0.0000
             200,    0.0000,   40.9120,   43.5760,   13.3260,    1.9720,    0.1940,    0.0190,    0.0010
             201,    0.0000,   40.4670,   43.9320,   13.3370,    2.0110,    0.2420,    0.0110,    0.0000
             202,    0.0000,   40.4450,   43.6320,   13.5850,    2.0990,    0.2150,    0.0240,    0.0000
             203,    0.0000,   39.8350,   43.9360,   13.8370,    2.1410,    0.2330,    0.0150,    0.0030
             204,    0.0000,   39.3720,   43.9690,   14.1800,    2.2390,    0.2160,    0.0230,    0.0010
             205,    0.0000,   38.9740,   44.2070,   14.2800,    2.3000,    0.2210,    0.0160,    0.0020
             206,    0.0000,   38.5640,   44.2220,   14.5450,    2.3920,    0.2590,    0.0170,    0.0010
             207,    0.0000,   38.1830,   44.6190,   14.5430,    2.3680,    0.2790,    0.0080,    0.0000
             208,    0.0000,   37.9660,   44.2980,   14.9760,    2.4600,    0.2780,    0.0200,    0.0020
             209,    0.0000,   37.0360,   44.7720,   15.3610,    2.5310,    0.2770,    0.0200,    0.0030
             210,    0.0000,   37.1470,   44.5520,   15.2970,    2.6590,    0.3130,    0.0300,    0.0020
             211,    0.0000,   36.6330,   44.6190,   15.7230,    2.7110,    0.2930,    0.0170,    0.0040
             212,    0.0000,   35.8690,   45.1050,   15.9100,    2.7400,    0.3350,    0.0380,    0.0030
             213,    0.0000,   35.6790,   45.0730,   16.0170,    2.8510,    0.3580,    0.0200,    0.0020
             214,    0.0000,   35.6660,   44.8900,   16.1580,    2.8820,    0.3660,    0.0350,    0.0030
             215,    0.0000,   34.8350,   45.1880,   16.6970,    2.9000,    0.3470,    0.0310,    0.0020
             216,    0.0000,   34.6130,   45.1420,   16.8300,    3.0170,    0.3620,    0.0330,    0.0030
             217,    0.0000,   34.1510,   45.1830,   17.0090,    3.2120,    0.4150,    0.0270,    0.0030
             218,    0.0000,   33.6970,   45.5180,   17.1460,    3.2170,    0.3840,    0.0360,    0.0020
             219,    0.0000,   33.1270,   45.6290,   17.5820,    3.2060,    0.4100,    0.0430,    0.0030
             220,    0.0000,   32.9740,   45.4030,   17.6980,    3.4630,    0.4140,    0.0440,    0.0040
             221,    0.0000,   32.4260,   45.9270,   17.7610,    3.4000,    0.4380,    0.0420,    0.0060
             222,    0.0000,   31.4430,   46.0810,   18.4950,    3.4600,    0.4650,    0.0520,    0.0040
             223,    0.0000,   30.8210,   46.5510,   18.5650,    3.5700,    0.4490,    0.0420,    0.0020
             224,    0.0000,   29.3320,   47.4360,   19.0080,    3.7510,    0.4430,    0.0250,    0.0050
             225,    0.0000,   28.3400,   47.8870,   19.4930,    3.7510,    0.4750,    0.0480,    0.0060
             226,    0.0000,   27.0240,   48.3460,   20.1450,    3.9450,    0.4830,    0.0530,    0.0040
             227,    0.0000,   25.3770,   49.6110,   20.5030,    3.9080,    0.5460,    0.0520,    0.0030
             228,    0.0000,   23.7720,   50.3710,   21.1280,    4.1430,    0.5280,    0.0550,    0.0030
             229,    0.0000,   22.5920,   50.9740,   21.6890,    4.1330,    0.5500,    0.0580,    0.0040
             230,    0.0000,   20.9510,   52.0070,   22.2130,    4.2150,    0.5520,    0.0550,    0.0070
             231,    0.0000,   19.7300,   52.3800,   22.8070,    4.4270,    0.5810,    0.0730,    0.0020
             232,    0.0000,   18.5790,   53.1650,   23.1460,    4.5070,    0.5490,    0.0490,    0.0050
             233,    0.0000,   17.6920,   53.3370,   23.5620,    4.7280,    0.6060,    0.0710,    0.0040
             234,    0.0000,   17.1080,   53.3150,   24.0920,    4.7520,    0.6660,    0.0600,    0.0070
             235,    0.0000,   16.4600,   53.6950,   24.3530,    4.7980,    0.6250,    0.0640,    0.0050
             236,    0.0000,   16.0200,   53.3650,   24.9240,    4.9360,    0.6800,    0.0650,    0.0100
             237,    0.0000,   15.5300,   53.4220,   25.2020,    5.0800,    0.6870,    0.0750,    0.0040
             238,    0.0000,   15.2840,   53.0510,   25.7740,    5.1440,    0.6740,    0.0690,    0.0040
             239,    0.0000,   14.8680,   53.0910,   25.8620,    5.3250,    0.7580,    0.0880,    0.0080
             240,    0.0000,   14.7080,   52.5610,   26.3470,    5.5870,    0.7210,    0.0680,    0.0080
             241,    0.0000,   14.4890,   52.4610,   26.4700,    5.7320,    0.7550,    0.0860,    0.0070
             242,    0.0000,   14.2350,   52.2390,   26.8600,    5.7460,    0.8110,    0.0960,    0.0130
             243,    0.0000,   13.8520,   51.8890,   27.4460,    5.8540,    0.8590,    0.0880,    0.0120
             244,    0.0000,   13.5640,   52.0090,   27.3650,    6.1330,    0.8380,    0.0800,    0.0110
             245,    0.0000,   13.3880,   51.4190,   27.8670,    6.3200,    0.9090,    0.0900,    0.0070
             246,    0.0000,   13.1840,   51.4190,   28.1010,    6.3380,    0.8640,    0.0870,    0.0070
             247,    0.0000,   12.9900,   51.0000,   28.5180,    6.4360,    0.9610,    0.0850,    0.0100
             248,    0.0000,   12.6710,   51.0990,   28.4800,    6.6890,    0.9540,    0.0950,    0.0120
             249,    0.0000,   12.7600,   50.3190,   29.0310,    6.7530,    1.0120,    0.1130,    0.0120
             250,    0.0000,   12.2630,   50.2790,   29.2520,    7.0400,    1.0690,    0.0910,    0.0060
             251,    0.0000,   12.1120,   50.1680,   29.4310,    7.0820,    1.0730,    0.1240,    0.0100
             252,    0.0000,   11.9160,   49.6970,   29.8880,    7.2720,    1.0910,    0.1260,    0.0100
             253,    0.0000,   11.5900,   49.5160,   30.1410,    7.4960,    1.1140,    0.1290,    0.0140
             254,    0.0000,   11.6620,   49.0340,   30.3680,    7.7080,    1.0980,    0.1140,    0.0160
             255,    0.0000,   11.3850,   49.1190,   30.3980,    7.7650,    1.1790,    0.1440,    0.0100
             256,    0.0000,   11.0730,   48.6690,   30.9290,    7.9250,    1.2540,    0.1380,    0.0120
             257,    0.0000,   10.7140,   48.6530,   31.0060,    8.1450,    1.3310,    0.1360,    0.0150
             258,    0.0000,   10.8200,   48.0430,   31.3590,    8.3360,    1.2600,    0.1640,    0.0180
             259,    0.0000,   10.6260,   47.6660,   31.7090,    8.5080,    1.3320,    0.1500,    0.0090
             260,    0.0000,   10.3420,   47.7640,   31.8400,    8.5290,    1.3590,    0.1420,    0.0240
             261,    0.0000,   10.1550,   47.3170,   32.0220,    8.8370,    1.4860,    0.1720,    0.0110
             262,    0.0000,    9.7880,   47.2220,   32.2900,    9.0490,    1.4580,    0.1790,    0.0140
             263,    0.0000,    9.9290,   46.6050,   32.7050,    9.1120,    1.4670,    0.1640,    0.0180
             264,    0.0000,    9.5290,   46.3530,   33.0610,    9.2710,    1.5830,    0.1870,    0.0160
             265,    0.0000,    9.3170,   46.1950,   33.2260,    9.4830,    1.5760,    0.1890,    0.0140
             266,    0.0000,    9.4090,   45.6120,   33.4340,    9.7010,    1.6280,    0.1960,    0.0200
             267,    0.0000,    9.0690,   45.4590,   33.6530,    9.9390,    1.6300,    0.2240,    0.0260
             268,    0.0000,    8.7970,   45.2770,   33.6880,   10.3470,    1.6610,    0.2060,    0.0240
             269,    0.0000,    8.7000,   45.0910,   33.9710,   10.2730,    1.7430,    0.1920,    0.0300
             270,    0.0000,    8.4640,   44.7970,   34.1930,   10.4870,    1.8050,    0.2270,    0.0270
             271,    0.0000,    8.3920,   44.6310,   34.3750,   10.5300,    1.8020,    0.2480,    0.0220
             272,    0.0000,    8.1630,   44.3860,   34.7780,   10.5060,    1.8970,    0.2480,    0.0220
